Santa Monica College - Grade Distribution Spring 2015,,,,,,,,,,,,,,,,,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
,,PHOTO,42,4420,WITHERS J J,7,10,4,2,,,,1,2,,26,
,,PHOTO,43,3022,MOHR C D,4,4,,,,,,,5,,13,
,,PHOTO,50,3023,MCDONALD S D,7,3,3,,6,,,1,1,,21,
,,PHOTO,52,3024,FIER B,7,11,14,5,4,,,,13,,54,
,,,,3025,FIER B,1,5,3,3,1,,,,14,,27,
,,PHOTO,60,4421,MOHR C D,12,10,6,,2,,,1,14,,45,
,,PHOTO,64,3026,SANSERI J D,5,1,5,1,1,,,1,2,,16,
,,PHOTO,88A,3027,LOWCOCK F E,2,,,,,,,,,,2,
,,PHOTO,88B,3028,LOWCOCK F E,1,,,,,,,,,,1,
,,PHOTO,90A,3029,MOHR C D,6,,1,,,,,,,,7,
Photography a,,,,,,501,441,257,60,209,5,2,12,353,,1840,
Physical Scienc,CHEM,CHEM,9,1325,WONG W W,4,3,9,2,2,,,4,5,,29,
,,,,1326,WONG W W,6,3,9,2,,,,5,4,,29,
,,,,1327,GALLOGLY E B,7,4,5,,2,,,1,4,,23,
,,,,1328,GALLOGLY E B,8,5,6,,3,,,,,,22,
,,,,1329,WALKER WAUGH M V,12,9,4,,,,,4,,,29,
,,,,1330,WALKER WAUGH M V,9,7,5,1,,,1,7,,,30,
,,CHEM,10,1331,BAUTISTA M R,1,5,3,4,,,,,16,,29,
,,,,1332,BAUTISTA M R,1,4,7,3,,,,,14,,29,
,,,,1333,SCHMIDT E,,2,7,,5,,,,13,,27,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 90 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Physical Scienc,CHEM,CHEM,10,1334,SCHMIDT E,4,3,8,2,,,,,11,,28,
,,,,1335,LAVALLEE R J,,1,1,3,6,,,,17,,28,
,,,,1336,LAVALLEE R J,1,1,2,1,3,,,,17,,25,
,,,,1337,STRATHEARN M D,7,4,3,1,3,,,,12,,30,
,,,,1338,STRATHEARN M D,4,4,5,3,1,,,,9,,26,
,,,,1339,LAVALLEE R J,1,3,3,1,7,,,,11,,26,
,,,,1340,LAVALLEE R J,,1,3,3,2,,,,12,,21,
,,,,1342,BAUTISTA M R,1,7,4,3,3,,,,11,,29,
,,,,1343,VON HUNGEN P K,3,4,9,4,2,,,,8,,30,
,,,,1344,VON HUNGEN P K,5,11,4,2,2,,1,,5,,30,
,,,,1345,WALKER WAUGH M V,5,9,5,2,2,,,1,7,,31,
,,,,1346,WALKER WAUGH M V,2,11,4,8,1,,,,7,,33,
,,,,1347,TAYLOR S M,11,4,7,1,1,,,1,5,,30,
,,,,1348,TAYLOR S M,7,7,4,3,,,,,8,,29,
,,,,1349,KO H,3,7,7,1,2,1,,,6,,27,
,,,,1350,KO H,2,6,7,2,3,,,,3,,23,
,,,,1351,CANALITA L,3,9,6,1,,,,,8,,27,
,,,,1352,CANALITA L,13,6,1,1,,,,,5,,26,
,,,,1353,LAZARUS L L,6,10,6,3,1,,,,4,,30,
,,,,1354,LAZARUS L L,8,3,9,5,1,,,,4,,30,
,,,,1355,NGUYEN J V,12,9,5,1,,,,1,2,,30,
,,,,1356,NGUYEN J V,13,12,3,,,,,,2,,30,
,,,,3362,BAUTISTA M R,3,2,1,2,1,,,,2,,11,
,,,,4068,RAUDA I E,7,3,7,,,,,,11,,28,
,,,,4069,TOUMARI A,7,3,8,3,3,1,,,4,,29,
,,,,4070,TOUMARI A,7,5,5,1,6,,,,8,,32,
,,,,4071,SAYANI S,14,6,1,2,,,,,5,,28,
,,,,4072,SAYANI S,8,3,7,5,,,,,6,,29,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 91 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Physical Scienc,CHEM,CHEM,11,1357,PECORELLI T A,6,7,6,2,,,,,7,,28,
,,,,1358,PECORELLI T A,4,8,3,2,2,,,,9,,28,
,,,,1359,SCHOLEFIELD M R,5,7,6,2,,,,,10,,30,
,,,,1360,SCHOLEFIELD M R,6,8,5,1,1,,,,8,,29,
,,,,1361,NAULI S,,5,7,2,,,,,13,,27,
,,,,1362,NAULI S,2,6,4,4,3,,,,11,,30,
,,,,1363,NAULI S,3,3,6,2,,,,,16,,30,
,,,,1364,HSIEH J M,5,6,4,3,3,,,,7,,28,
,,,,1365,HSIEH J M,7,2,1,1,5,1,,,11,,28,
,,,,1366,HSIEH J M,5,4,3,1,,,,,15,,28,
,,,,4073,ABBANI M A,1,7,1,2,3,,,,15,,29,
,,,,4074,ABBANI M A,3,5,4,2,3,,,,8,,25,
,,CHEM,12,1367,MURPHY J E,9,9,6,3,2,,,,6,,35,
,,,,1368,MURPHY J E,8,12,4,2,3,,,,4,,33,
,,,,1369,MURPHY J E,7,14,4,3,6,,,,4,,38,
,,,,1370,GALLOGLY E B,5,7,9,2,,,,,8,,31,
,,,,1371,GALLOGLY E B,7,13,3,5,,,,,5,,33,
,,,,4075,MARTINEZ H L,3,8,6,2,2,,,,8,,29,
,,CHEM,21,1372,ANDERSON JAMEY L,8,10,8,,,,,,2,,28,
,,,,1373,ANDERSON JAMEY L,4,9,6,1,,1,,,5,,26,
,,,,1374,FEREDE R,5,9,3,2,,,,,,,19,
,,,,1375,FEREDE R,8,7,2,1,1,,,,5,,24,
,,CHEM,22,1376,HARWIG J F,6,8,6,2,,,,,10,,32,
,,,,4076,KLINE M L,15,23,10,1,1,1,,,11,,62,
,,CHEM,24,1377,HARWIG J F,16,5,2,,,,,,3,,26,
,,,,1378,HARWIG J F,22,2,,,,,,,1,,25,
,,,,1379,KLINE M L,8,9,2,1,,,,,6,,26,
,,,,4077,KLINE M L,8,8,,,,1,,,5,,22,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 92 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Physical Scienc,CHEM,CHEM,31,1380,SCHWYTER D H,8,10,3,1,2,1,,,4,,29,
,ENGR,ENGR,12,2115,FARIVAR D,4,5,3,6,3,,,,11,,32,
,PHY SC,PHY SC 88A,,3033,ANDERSON JAMEY L,3,,,,,,,,1,,4,
,,PHY SC 88B,,3034,ANDERSON JAMEY L,13,,2,,,,,,,,15,
,PHYSCS,PHYSCS,6,3042,PAIK S T,3,3,4,1,1,,1,,9,,22,
,,,,3043,PAIK S T,4,7,8,,,,,1,4,,24,
,,,,4423,LEV N R,5,3,5,,2,,,1,5,,21,
,,PHYSCS,7,3044,PAIK S T,4,11,11,,,1,,,3,,30,
,,PHYSCS,8,3045,AHLQVIST P,6,5,2,1,4,,,,7,,25,
,,,,3046,AHLQVIST P,7,3,2,,1,,,1,9,,23,
,,,,4424,KOCHARIAN A,4,5,3,,,,,,6,,18,
,,PHYSCS,9,3047,MENACHEKANIAN E,3,3,6,2,,,,,2,,16,
,,PHYSCS 12,,3048,HENDERSON J M,5,5,3,,1,,2,2,6,,24,
,,,,3049,KAMAGA C N,8,5,6,,1,,,1,4,,25,
,,,,4425,MURPHY T J,6,8,4,2,2,,,,14,,36,
,,PHYSCS 14,,3050,MENACHEKANIAN E,1,3,9,1,3,,,2,6,,25,
,,,,3051,MORSE P A,10,10,6,1,1,,1,1,,,30,
,,,,3052,MENACHEKANIAN E,5,2,5,3,,,,,10,,25,
,,,,3053,HENDERSON J M,9,10,2,,1,,1,4,4,,31,
,,,,3054,THOMPSON A,8,8,6,,4,,,2,2,,30,
,,,,4426,DO M H,8,11,3,1,1,,2,3,1,,30,
,,PHYSCS 21,,3055,CHEUNG KW H,6,10,2,4,2,,,1,10,,35,
,,,,3056,SAID A W,7,8,4,9,5,,,,8,,41,
,,,,3057,HALL A J,7,8,1,1,1,,,,6,,24,
,,,,4427,ROJAS R R,8,10,6,2,3,,,,4,,33,
,,,,4517,MAJLESSI A,5,5,6,1,1,,,,7,,25,
,,PHYSCS 22,,3058,AHLQVIST P,12,6,6,,2,,,2,3,,31,
,,,,3059,MASADA R S,6,9,11,1,1,,,,4,,32,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 93 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Physical Scienc,PHYSCS,PHYSCS 22,,4428,GAMBLE B K,21,7,,,1,,,,1,,30,
,,PHYSCS 23,,3060,MORRIS J J,7,7,7,2,,,,,10,,33,
,,,,4429,MORRIS J J,4,9,6,5,2,,,,4,,30,
,,PHYSCS 24,,3062,MORRIS J J,2,4,2,1,,,,,6,,15,
,SCI,SCI,10,3344,RAYMER P C,11,3,1,1,1,,,,1,,18,
Physical Scienc,,,,,611,620,456,158,156,,8,9,45,651,,2714,
Psychology,ENVRN,ENVRN,40,4190,SCHWARTZ A F,8,4,2,1,1,,,,3,,19,
,PSYCH,PSYCH,1,3111,LAURENT M G,1,4,12,4,5,,,,17,,43,
,,,,3112,DAVIS T D,12,4,6,2,1,,,,4,,29,
,,,,3113,SHIRINYAN D,5,4,2,3,3,,,,6,,23,
,,,,3114,GUILD L A,4,8,10,5,7,,,,13,,47,
,,,,3115,GHANE A,13,8,6,7,3,,,,5,,42,
,,,,3116,LAURENT M G,4,5,7,3,6,,1,,14,,40,
,,,,3117,O'LEARY B A,1,1,5,,9,,,,23,,39,
,,,,3118,CHIN D,12,4,10,8,6,,,,6,,46,
,,,,3119,DAVIS T D,22,14,3,5,6,,,,1,,51,
,,,,3120,DAVIS-KING D T,7,9,6,7,8,,,,12,,49,
,,,,3121,LOEB T B,10,7,8,6,5,,,,4,,40,
,,,,3122,PHILLIPS D M,6,12,12,4,3,,,,11,,48,
,,,,3123,GHANE A,15,9,16,2,2,,,,3,,47,
,,,,3124,SHIRINYAN D,7,12,6,2,15,,,,9,,51,
,,,,3125,BERG D S,5,10,13,4,3,,,,7,,42,
,,,,3126,CHIN D,9,9,10,4,3,1,,,6,,42,
,,,,3127,PHILLIPS D M,18,7,,,,,,,1,,26,
,,,,3128,DE LOACH C D,5,7,5,1,10,1,,,10,,39,
,,,,3129,CHAMBERS C,3,8,12,6,10,,,,5,,44,
,,,,3130,LOEB T B,10,13,3,4,5,,,,7,,42,
,,,,3131,BERG D S,8,10,11,2,3,,,,9,,43,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 94 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Psychology,PSYCH,PSYCH,1,3132,LOEB T B,9,4,7,1,8,,,,8,,37,
,,,,3133,PEMBERTON J V,16,12,,1,8,,,,8,,45,
,,,,3134,DE LOACH C D,4,6,5,5,3,,,,4,,27,
,,,,3135,PHILLIPS D M,5,10,6,5,6,,,,12,,44,
,,,,3136,ABARA J P,19,9,4,1,6,,,,6,,45,
,,,,3137,PHILLIPS D M,5,10,10,3,9,,,,7,,44,
,,,,3138,GHANE A,16,13,6,,5,,,,2,,42,
,,,,3139,GUILD L A,5,8,16,5,4,,,,5,,43,
,,,,3140,CHAMBERS C,1,8,12,5,8,,,1,7,,42,
,,,,3141,DE LOACH C D,5,8,5,1,9,,1,,12,,41,
,,,,3142,DAVIS-KING D T,15,8,3,3,4,1,,2,3,,39,
,,,,3143,O'LEARY B A,2,4,8,7,7,,,,16,,44,
,,,,3144,SAGE R,,,8,1,9,,,,24,,42,
,,,,3145,BERG D S,11,12,13,3,1,,,,3,,43,
,,,,3148,DAVIS-KING D T,5,14,9,1,9,,,1,4,,43,
,,,,3149,CHAMBERS C,7,8,7,2,5,,,,7,,36,
,,,,3150,ABARA J P,17,11,5,,3,1,,,8,,45,
,,,,3151,FARWELL L A,8,14,11,,2,,,,,,35,
,,,,3152,FARWELL L A,8,11,4,1,3,,,,5,,32,
,,,,3374,SNYDER A,7,,2,3,1,,,1,9,,23,
,,,,3412,FARWELL L A,2,6,1,,5,,,1,10,,25,
,,,,3413,FARWELL L A,4,6,6,2,6,,,,6,,30,
,,,,4435,SNYDER A,10,7,9,4,3,,,,8,,41,
,,,,4436,SCHWARTZ A F,3,6,5,5,3,,,,6,,28,
,,,,4437,DAVISON L L,3,7,8,1,5,,,,12,,36,
,,,,4438,SMITH-CLARK C T,11,11,2,2,3,,,,9,,38,
,,,,4439,SMITH-CLARK C T,8,15,1,,3,,,,12,,39,
,,,,4440,GRAHAM M D,13,4,6,2,7,,,,15,,47,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 95 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Psychology,PSYCH,PSYCH,1,4441,SNYDER A,7,6,3,8,13,,,,5,,42,
,,,,4442,OLSON GENE C,10,6,8,2,5,,,,7,,38,
,,PSYCH,2,3153,SHIRINYAN D,6,7,4,6,11,,,,8,,42,
,,,,3154,SHIRINYAN D,5,7,13,4,9,,1,,15,,54,
,,,,3155,RUSSELL R L,5,8,12,6,9,,,,8,,48,
,,,,3156,SAGE R,,4,3,5,11,,,,18,,41,
,,,,3157,SHIRINYAN D,9,8,6,,,,,,7,,30,
,,,,3158,RUSSELL R L,2,12,9,4,11,1,,,5,,44,
,,,,3159,SAGE R,5,1,9,3,6,,,,14,,38,
,,,,4443,OLSON GENE C,4,9,8,5,1,,,,13,,40,
,,,,4492,OLSON GENE C,7,6,7,2,11,,,,6,,39,
,,PSYCH,3,3161,CHIN D,12,11,3,1,3,,,2,,,32,
,,,,3162,CHIN D,21,7,2,,5,,,,5,,40,
,,PSYCH,5,3163,DE LOACH C D,9,13,8,5,2,1,,,2,,40,
,,,,3164,DE LOACH C D,9,15,7,2,4,,,,6,,43,
,,,,4444,GUNN K S,19,2,3,,,,,,5,,29,
,,PSYCH,6,3165,GUILD L A,13,10,2,1,5,,,,6,,37,
,,PSYCH,7,4445,GRAHAM M D,10,11,8,,1,,,,6,,36,
,,PSYCH,11,3166,MATHESON C C,8,7,7,3,3,,,,10,,38,
,,,,3167,TANNATT M G M,3,2,4,1,2,,,,4,,16,
,,,,3168,MATHESON C C,17,7,5,,5,,,,7,,41,
,,,,3169,TANNATT M G M,10,6,2,3,9,,,,11,,41,
,,,,3170,BACINO J R,17,2,2,2,2,,,,11,,36,
,,,,3171,MCGRATH M T,24,10,,1,1,,,,5,,41,
,,,,3172,GRACE Y H,13,10,3,4,1,,,,6,,37,
,,,,3174,SCHWARTZ A F,13,1,4,,,,,,4,,22,
,,,,3175,MATHESON C C,12,3,1,,1,,,,7,,24,
,,,,3177,SCHWARTZ A F,7,10,10,4,4,,,,9,,44,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 96 of 98,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Psychology,PSYCH,PSYCH,11,3178,PARISE W A,19,8,1,2,6,,,,5,,41,
,,,,3179,PARISE W A,24,1,3,1,3,,,,6,,38,
,,,,3359,GRACE Y H,6,8,3,2,7,,,,1,,27,
,,,,4446,MOSLEY K R,25,4,6,,1,,,,8,,44,
,,,,4447,DAVISON L L,6,10,4,1,3,1,,,9,,34,
,,PSYCH,13,3180,GHANE A,25,12,5,2,2,,,,,,46,
,,,,3181,GHANE A,30,9,3,,,,,,2,,44,
,,PSYCH,14,3317,O'LEARY B A,9,14,7,1,6,,,,4,,41,
,,PSYCH,19,3182,FEIGER H T,4,13,4,3,2,,,,14,,40,
,,,,3183,ABARA J P,19,17,9,6,,,,,2,,53,
,,,,3184,DRUKER S L,16,7,7,1,3,,,,4,,38,
,,,,3185,DRUKER S L,20,2,4,,1,,,,1,,28,
,,,,4448,DAVISON L L,15,15,2,,,1,,,9,,42,
,,PSYCH,25,3186,DE VILLERS L C,17,8,4,,1,,,,7,,37,
,,,,4449,DE VILLERS L C,8,4,5,2,2,,1,,6,,28,
,,PSYCH,40,4450,SCHWARTZ A F,6,3,3,,,,,,9,,21,
Psychology To,,,,,,930,737,567,237,431,8,4,8,701,,3623,
Theatre Arts,TH ART,TH ART,2,3244,PELLEGRINI V M,14,12,9,,3,,,,7,,45,
,,,,3245,ANDERSON C B,9,6,6,1,6,,,,14,,42,
,,,,4468,JONES J L,16,3,2,,2,,,,5,,28,
,,TH ART,5,3246,ADAIR-LYNCH T A,43,12,7,7,9,,,,8,,86,
,,,,3247,HARROP A M,33,13,1,,,,,,2,,49,
,,TH ART 10A,,3248,ROBBINS C R,15,7,1,,2,,,,2,,27,
,,,,4469,ROBBINS C R,17,2,1,1,3,,,1,9,,34,
,,TH ART 10B,,3249,ROBBINS C R,9,3,,,1,,,2,3,,18,
,,TH ART 15A,,3250,SAWOSKI P,13,2,1,,1,,,,12,,29,
,,TH ART 18A,,3251,ANZELC L L,18,,,,1,,,,1,,20,
,,TH ART 18B,,3252,ANZELC L L,13,,,,,,,,3,,16,
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 97 of 98,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Theatre Arts,TH ART,TH ART 18C,3253,ANZELC L L,13,,1,,,,,,,,,14
,,TH ART 20,3254,ALLEN L A,7,8,1,2,,,,,,1,,19
,,TH ART 22,3255,ALLEN L A,15,2,4,1,,,,,,2,,24
,,TH ART 25,3256,DALZELL A S,8,1,3,,1,,,,,5,,18
,,TH ART 26,3257,HLUDZIK E A,7,3,3,,2,,,,,,,15
,,TH ART 28A,3258,ADAIR-LYNCH T A,19,2,1,1,1,,,,,3,,27
,,TH ART 38A,4471,CAMPBELL D A,13,1,1,,,,,,1,,,16
,,TH ART 41,3259,ESFANDYARI S,14,3,,2,,,2,,,1,,22
,,,3260,CAPTOR R,10,9,,,,,,,,3,,22
,,,3261,JONES J L,27,3,3,,,,,,,2,,35
,,,3318,ARBUES A N,14,1,3,1,3,,,,,8,,30
,,,4472,ESFANDYARI S,13,2,,2,,,2,,,,,19
,,,4473,SCHWARTZ D N,12,1,,,2,,,,1,10,,26
,,,4474,HARROP A M,17,,,,,,,,,8,,25
,,,4475,ANDERSON C B,16,3,1,1,6,,,,,4,,31
,,TH ART 42,3262,SAWOSKI P,16,2,8,,1,,,,,7,,34
,,,3263,MARTIN A F,6,14,5,,,,,,,2,,27
,,,4476,HARROP A M,22,5,,,2,,,,,7,,36
,,TH ART 43,3264,HARROP A M,21,,,,,,,,,7,,28
,,TH ART 45,3265,SAWOSKI P,17,1,,,,,,,1,2,,21
,,TH ART 46,4477,ADAIR-LYNCH T A,29,1,2,2,6,,,,2,2,,44
,,TH ART 50,4478,ADAIR-LYNCH T A,17,,,,,,,,,,,17
,,TH ART 51,3266,ADAIR-LYNCH T A,5,,,,,,,,,3,,8
,,,3267,JONES J L,2,,,,,,,,,,,2
,,TH ART 52,4479,JONES J L,8,,,,,,,,,1,,9
,,TH ART 55,3268,HARROP A M,6,,,,,,,,,,,6
,,TH ART 88A,3269,SAWOSKI P,1,,,,,,,,,,,1
,,TH ART 88B,3270,SAWOSKI P,1,,,,,,,,,,,1
"Monday, May 16, 2016",,,,,,,,,,,,,,,,Page 98 of 98
