Santa Monica College - Grade Distribution Fall 2013,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,PHOTO,3,3073,MOHR C D,6,8,4,2,7,,,,,4,31,
,,,,4428,KONKAL J P,4,12,1,3,,,,,,4,24,
,,PHOTO,3,3074,KRETSCHMER H,8,11,5,1,2,,,,,3,30,
,,,,3075,SHATTO M M,4,6,2,,10,,,,,2,24,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 79 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Photo - Fashi,PHOTO,PHOTO,3,4429,EMERY J M,2,3,2,,1,,,,,2,10,
,,PHOTO,3,4430,WIMBERG JR J G,8,8,2,,1,,,,1,4,24,
,,PHOTO,3,4431,MOULTON S A,6,4,,,1,,2,,,3,16,
,,PHOTO,3,3076,LOWCOCK F E,2,6,,2,4,,,,,3,17,
,,,,4432,FREEMAN E,16,11,1,,2,,,1,,1,32,
,,PHOTO,4,3077,LOWCOCK F E,3,1,2,,2,,,1,,1,10,
,,PHOTO,4,3078,HESKETH J C,10,4,2,1,,,,,,4,21,
,,,,4433,WITHERS J J,5,15,2,1,2,,,,1,3,29,
,,PHOTO,4,3079,MOHR C D,12,3,2,1,1,,1,,,4,24,
,,PHOTO,5,4434,MCDONALD S D,3,3,3,,5,,,,,5,19,
,,PHOTO,5,3080,FIER B,4,16,8,5,11,,,1,,14,59,
,,,,3081,FIER B,6,5,5,3,2,,,1,2,3,27,
,,PHOTO,6,3082,LUNA L A,20,19,,,2,,,,,1,42,
,,PHOTO,8,3341,LOWCOCK F E,1,,,,1,,,,,,2,
,,PHOTO,8,3084,LOWCOCK F E,2,,,,1,,,,,,3,
,,PHOTO,9,3085,MOHR C D,2,,,,,,,,,,2,
Physical Sci,CHEM,CHEM,9,1310,WONG W W,3,8,7,3,1,,,,,2,24,
,,,,1311,WONG W W,5,8,3,2,1,,,,,6,25,
,,,,1312,WALKER WAUGH M V,17,6,2,,,,,,1,5,31,
,,,,1313,WALKER WAUGH M V,10,11,3,5,,,,,1,2,32,
,,,,3393,CHANG J J,13,4,,,,,,,,1,18,
,,CHEM,10,1314,BAUTISTA M R,3,5,3,1,2,,,,,17,31,
,,,,1315,BAUTISTA M R,3,4,5,1,1,,,,,15,29,
,,,,1316,BALM S P,4,8,14,,2,,,,,1,29,
,,,,1317,BALM S P,5,8,12,,,,,,,3,28,
,,,,1318,STRATHEARN M D,4,5,2,2,1,,,1,,16,31,
,,,,1319,STRATHEARN M D,8,3,3,3,2,,,,1,9,29,
,,,,1320,WALKER WAUGH M V,1,7,6,5,4,,,,,10,33,
,,,,1321,WALKER WAUGH M V,8,11,4,,1,,,,,8,32,
,,,,1322,BAUTISTA M R,5,4,4,2,3,,1,,,10,29,
,,,,1323,BAUTISTA M R,4,4,4,3,4,,,,1,8,28,
,,,,1324,LAVALLEE R J,2,4,2,2,4,,,1,,13,28,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 80 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Physical Sci,CHEM,CHEM,10,1325,LAVALLEE R J,1,5,1,3,2,,,,,16,28,
,,,,1326,GIFFORD M E,13,3,3,,1,,,,1,10,31,
,,,,1327,GIFFORD M E,14,4,5,,1,,,,,7,31,
,,,,1328,RAUDA I E,2,8,5,3,1,,,,1,8,28,
,,,,1329,RAUDA I E,4,5,7,2,2,,,,,8,28,
,,,,1330,TAYLOR S M,6,5,7,1,2,,,,,8,29,
,,,,1331,TAYLOR S M,4,5,6,5,3,,,,,9,32,
,,,,1332,LAVALLEE R J,3,3,4,3,2,,,,,12,27,
,,,,1333,LAVALLEE R J,,4,6,1,6,,,,,11,28,
,,,,4070,ABBANI M A,1,3,7,2,4,,,1,,10,28,
,,,,4071,ABBANI M A,2,6,4,6,3,,,,,6,27,
,,,,4072,PECORELLI T A,4,2,7,2,4,,,,,5,24,
,,,,4073,PECORELLI T A,5,6,4,1,1,,,,,11,28,
,,,,4074,VON HUNGEN P K,4,5,5,5,5,,,,,10,34,
,,,,4075,VON HUNGEN P K,5,3,3,5,3,,,,,7,26,
,,,,4076,LAZARUS L L,9,7,9,,,,,,,5,30,
,,,,4077,LAZARUS L L,5,6,16,2,,,,,,1,30,
,,CHEM,11,1335,MURPHY J E,5,9,3,2,4,,,,,9,32,
,,,,1336,MURPHY J E,6,6,8,2,6,,,,,2,30,
,,,,1337,MURPHY J E,10,6,3,2,6,,,,,4,31,
,,,,1338,GALLOGLY E B,4,7,4,1,3,,,,,9,28,
,,,,1339,GALLOGLY E B,3,9,5,,2,,,,,10,29,
,,,,1340,GALLOGLY E B,6,6,9,2,1,,,,,6,30,
,,,,1341,NAULI S,2,6,5,2,2,,1,,,7,25,
,,,,1342,NAULI S,2,3,4,,1,,,,,17,27,
,,,,1343,NAULI S,5,5,6,4,,,,,,9,29,
,,,,1344,SCHOLEFIELD M R,5,6,2,3,4,,,,,8,28,
,,,,1345,SCHOLEFIELD M R,5,7,5,1,2,,,,,8,28,
,,,,1346,SCHOLEFIELD M R,6,5,4,1,2,,2,,,8,28,
,,,,4078,TOUMARI A,7,8,4,,2,,,,,7,28,
,,,,4079,TOUMARI A,8,16,6,1,2,,,,,3,36,
,,CHEM,12,1347,HSIEH J M,1,2,3,,3,,,,,6,15,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 81 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Physical Sci,CHEM,CHEM,12,1348,HSIEH J M,4,7,4,,,,,,,3,18,
,,,,1349,HSIEH J M,5,4,4,2,1,,,,,7,23,
,,,,1350,CANALITA L,,4,2,,4,,,,,11,21,
,,,,1351,SCHMIDT E,,4,5,1,,,,,,7,17,
,,,,1352,FEREDE R,4,10,6,,,,,,,5,25,
,,,,1353,FEREDE R,11,4,4,1,5,,,,,1,26,
,,,,4080,MARTINEZ H L,9,5,2,4,1,,,,,5,26,
,,CHEM,21,1354,HARWIG J F,3,9,4,1,1,,,,,9,27,
,,,,1355,HARWIG J F,4,6,8,1,,,,,,8,27,
,,,,4081,KLINE M L,9,12,5,1,,,,,,2,29,
,,,,4082,KLINE M L,6,10,5,3,1,,1,,,5,31,
,,CHEM,22,1356,ANDERSON JAMEY L,13,7,8,1,3,,,,,15,47,
,,CHEM,24,1357,NGUYEN J V,13,8,1,,,,,,,2,24,
,,,,1358,ANDERSON JAMEY L,9,6,1,,1,,,,,9,26,
,,CHEM,31,1359,SCHWYTER D H,4,2,2,,,,,,,9,17,
,,,,1360,SCHWYTER D H,6,2,,,1,,,,,2,11,
,ENGR,ENGR,12,4212,FARIVAR D,3,5,5,,2,,,1,,9,25,
,PHY SC,PHY SC 88,,3089,MERLIC J B,1,,,,,,1,,,,2,
,,PHY SC 88,,3090,MERLIC J B,10,,,,1,,,,,,11,
,PHYSCS,PHYSCS,6,3099,PAIK S T,4,4,5,2,2,,,,,10,27,
,,,,3100,PAIK S T,4,5,5,2,1,,,,1,7,25,
,,,,4436,DO M H,19,6,2,,2,,,,,3,32,
,,PHYSCS,7,3101,PAIK S T,4,11,5,,,,,,,,20,
,,PHYSCS,8,3102,MENACHEKANIAN E,4,8,1,4,,,,,,6,23,
,,,,3103,CHEUNG KW H,9,3,4,3,6,,,,,5,30,
,,PHYSCS,9,3104,AFRASIABI J,4,5,1,,1,,,,,3,14,
,,PHYSCS 12,,3105,MASADA R S,11,6,3,,,,,,,4,24,
,,,,4437,MURPHY T J,6,7,4,3,4,,,,,2,26,
,,PHYSCS 14,,3106,MORSE P A,11,4,5,1,3,,,1,2,4,31,
,,,,3107,MENACHEKANIAN E,3,5,3,4,4,,,,2,6,27,
,,,,3108,MENACHEKANIAN E,5,6,5,1,,,,,1,3,21,
,,,,3109,SAID A W,4,5,8,,1,,,,,5,23,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 82 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Physical Sci,PHYSCS,PHYSCS 14,,3110,SAID A W,3,3,12,,2,,,,,3,23,
,,,,4438,BILIKOVA J,11,7,7,2,2,,,,4,1,34,
,,PHYSCS 21,,3111,HENDERSON J M,10,6,4,1,4,,,,,6,31,
,,,,3112,XIE Y,6,5,5,2,5,,,,,7,30,
,,,,3113,ROJAS R R,7,4,4,1,5,,,,,10,31,
,,,,3114,LEV N R,6,9,5,2,5,,,,,7,34,
,,,,4439,GAMBLE B K,10,4,4,2,1,,,,,7,28,
,,PHYSCS 22,,3115,MORRIS J J,3,4,5,5,2,,,,,10,29,
,,,,3116,HALL A J,11,5,4,2,1,,,,,2,25,
,,,,4440,KOCHARIAN A,5,13,8,1,,,,,,3,30,
,,PHYSCS 23,,3117,MORRIS J J,4,6,2,2,4,,,,,7,25,
,,,,4441,MAJLESSI A,7,9,5,,3,,,,,5,29,
Psychology,ENVRN,ENVRN,4,4214,SCHWARTZ A F,12,2,2,,2,,,,,5,23,
,PSYCH,PSYCH,1,3168,O'LEARY B A,8,8,8,5,11,,,1,,9,50,
,,,,3169,SHIRINYAN D,7,14,12,3,9,,,,,2,47,
,,,,3170,DAVIS-KING D T,8,9,8,6,4,,,,,5,40,
,,,,3171,LAURENT M G,3,7,14,7,6,,,,,5,42,
,,,,3172,GUILD L A,3,7,8,5,11,,,1,,10,45,
,,,,3173,O'LEARY B A,5,8,10,4,7,,,,,17,51,
,,,,3174,CHIN D,6,8,12,3,9,,,,,6,44,
,,,,3175,LAURENT M G,3,9,17,3,6,,,1,1,8,48,
,,,,3176,SHIRINYAN D,8,15,8,5,8,,,,,3,47,
,,,,3177,DAVIS-KING D T,14,14,11,1,4,,,,,7,51,
,,,,3178,PHILLIPS D M,4,9,16,4,5,,,1,,6,45,
,,,,3179,GUILD L A,7,10,5,5,9,,,1,,9,46,
,,,,3180,BERG D S,4,10,20,5,4,,,,,7,50,
,,,,3181,CHIN D,8,11,9,5,8,,,,,4,45,
,,,,3182,PHILLIPS D M,14,12,,,1,,,,,,27,
,,,,3183,O'LEARY B A,1,7,9,8,18,,,,,10,53,
,,,,3184,CHAMBERS C,8,8,12,7,11,,,,,5,51,
,,,,3185,BERG D S,9,13,17,4,4,,,,,3,50,
,,,,3186,GRAHAM M D,7,17,13,1,3,,,,,10,51,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 83 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Psychology,PSYCH,PSYCH,1,3187,DEVICH-NAVARRO M,3,1,4,8,1,,,,,7,24,
,,,,3188,EDNEY J J,10,12,7,7,9,,,,,8,53,
,,,,3189,PHILLIPS D M,3,18,11,8,4,,,,,3,47,
,,,,3190,DAVIS-KING D T,16,14,4,5,3,,,,,6,48,
,,,,3191,SAGE R,2,2,5,12,11,,,,,15,47,
,,,,3192,PHILLIPS D M,6,10,15,4,7,,,,,4,46,
,,,,3193,BERG D S,12,7,11,8,4,,,,,8,50,
,,,,3194,SCHWARTZ A F,13,12,7,6,,,,,4,6,48,
,,,,3196,WHITE K R,14,13,6,2,8,,,,,4,47,
,,,,3197,EDNEY J J,9,10,11,9,3,,,,,8,50,
,,,,3198,GRAHAM M D,12,13,6,2,5,,,,,5,43,
,,,,3199,SCHWARTZ A F,10,10,6,4,2,,,,,10,42,
,,,,3200,SAGE R,4,8,10,6,8,,,,,6,42,
,,,,3201,KHASKY A D,10,9,6,3,6,,,,,8,42,
,,,,3203,GUNN K S,22,6,1,,3,,,,,8,40,
,,,,3204,GUNN K S,25,3,2,1,,,,,,1,32,
,,,,3343,FARWELL L A,8,12,13,3,3,,,,,2,41,
,,,,4447,KHASKY A D,13,11,2,3,3,,,,,6,38,
,,,,4448,OLSON GENE C,6,15,10,1,5,,,,,10,47,
,,,,4449,ABARA J P,16,11,4,,10,,,,,4,45,
,,,,4450,WHITE K R,11,16,2,1,5,,,,,4,39,
,,,,4451,SMITH-CLARK C T,16,8,3,,1,,,,,13,41,
,,,,4452,DENNIS M A,14,5,4,3,11,,1,,,4,42,
,,,,4453,CHAMBERS C,11,9,10,4,5,,,,,4,43,
,,,,4454,DENNIS M A,20,7,4,4,7,,,,,8,50,
,,,,4455,OLSON GENE C,7,8,6,4,7,,1,,,4,37,
,,,,4456,ABARA J P,11,17,4,1,6,,,,,3,42,
,,PSYCH,2,3205,SHIRINYAN D,4,13,12,5,10,,,,,7,51,
,,,,3206,RUSSELL R L,6,10,10,6,6,,,,,9,47,
,,,,3207,SHIRINYAN D,11,6,6,1,2,,,,1,1,28,
,,,,3208,SHIRINYAN D,11,15,7,3,6,,,,,10,52,
,,,,3209,RUSSELL R L,2,10,10,3,6,,,,,6,37,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 84 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Psychology,PSYCH,PSYCH,2,3210,LANUM J C,1,5,9,4,5,,,,1,11,36,
,,,,4457,SAGE R,2,6,5,6,11,,,,,7,37,
,,,,4458,OLSON GENE C,9,9,7,4,2,,,,,11,42,
,,PSYCH,3,3211,CHIN D,5,13,5,5,7,,,,,4,39,
,,,,3212,CHIN D,8,6,11,2,6,,,,,7,40,
,,PSYCH,5,4459,WEAVER D L,13,7,2,3,3,,,,,5,33,
,,PSYCH,6,3213,GUILD L A,12,18,6,1,,,,,,5,42,
,,PSYCH,11,3214,TANNATT M G M,8,5,5,3,4,,,,,14,39,
,,,,3215,TANNATT M G M,3,11,6,1,14,,,,,7,42,
,,,,3216,SCHWARTZ A F,8,7,5,,,,,,,2,22,
,,,,3217,TANNATT M G M,12,9,7,4,5,,1,,,3,41,
,,,,3218,MATHESON C C,17,7,12,4,4,,,,,4,48,
,,,,3219,SCHWARTZ A F,9,12,7,3,4,,,,,6,41,
,,,,3220,TANNATT M G M,14,9,3,3,8,,,,,7,44,
,,,,3221,BACINO J R,2,13,9,4,6,,,,,9,43,
,,,,3222,BACINO J R,18,7,7,2,7,,,,1,4,46,
,,,,3223,MCGRATH M T,12,5,3,1,2,,,,,3,26,
,,,,3224,MATHESON C C,20,7,8,5,3,,,,,5,48,
,,,,3225,MATHESON C C,17,5,6,4,3,,,,,10,45,
,,,,3226,PARISE W A,24,9,4,,3,,,,1,4,45,
,,,,3227,PARISE W A,17,7,2,,2,,,,,9,37,
,,,,4460,TAWALBEH S,2,8,10,1,9,,,,,12,42,
,,,,4461,TAWALBEH S,4,11,5,3,5,,,,,6,34,
,,,,4462,MOSLEY K R,23,7,2,,1,,1,,,4,38,
,,,,4463,DAVISON L L,11,17,2,,6,,,,,4,40,
,,PSYCH,13,3228,EDNEY J J,12,13,13,7,2,,,,,4,51,
,,PSYCH,14,4464,DEVICH-NAVARRO M,10,18,6,3,2,,,,,4,43,
,,,,4465,DEVICH-NAVARRO M,15,14,8,3,1,,,,,5,46,
,,PSYCH,19,3229,LAURENT M G,10,20,10,3,1,,,,,3,47,
,,,,3230,FEIGER H T,4,7,9,,5,,,,,14,39,
,,,,3231,DRUKER S L,18,13,2,2,,,,,,1,36,
,,,,3232,DRUKER S L,14,9,5,1,4,,,,,2,35,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 85 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Psychology,PSYCH,PSYCH,19,4466,DAVISON L L,21,9,4,,1,,,,,3,38,
,,,,4467,DAVISON L L,25,13,2,,1,,,,,8,49,
,,PSYCH,25,3233,DE VILLERS L C,11,13,5,2,1,,,,,5,37,
,,,,4468,DE VILLERS L C,14,9,2,3,1,,,,,10,39,
,,PSYCH,40,4469,SCHWARTZ A F,7,3,,1,,,,,,5,16,
Student Life,STUGOV,STUGOV 8,,3285,BLAYDES B C,16,2,3,2,1,,,,,6,30,
Theatre Arts,TH ART,TH ART,2,3286,MIZZONE V,24,10,6,1,,,,,,5,46,
,,,,3287,JONES J L,20,10,2,1,2,,,,,10,45,
,,,,3288,ADAIR-LYNCH T A,26,6,2,2,,,,,,6,42,
,,,,4488,ANDERSON C B,6,3,9,1,3,,,,,15,37,
,,TH ART,5,3289,ADAIR-LYNCH T A,38,5,1,3,1,,,,,1,49,
,,,,3290,HARROP A M,30,6,4,,,,,,,5,45,
,,TH ART 10,,3291,ROBBINS C R,17,7,4,,1,,,,,5,34,
,,,,4489,DUNN K S,11,8,4,,,,1,,,6,30,
,,TH ART 13,,4490,ROBBINS C R,20,2,2,,2,,,,,1,27,
,,TH ART 15,,3292,SAWOSKI P,17,2,1,,1,,1,,2,8,32,
,,TH ART 18,,3293,ANZELC L L,17,1,,,,,,,,4,22,
,,TH ART 18,,3294,ANZELC L L,14,,,,2,,,,,1,17,
,,TH ART 18,,3295,ANZELC L L,9,,,,3,,,,,1,13,
,,TH ART 20,,3296,ALLEN L A,9,2,6,1,2,,,,,3,23,
,,TH ART 22,,3297,ALLEN L A,9,8,5,3,2,,,,,3,30,
,,TH ART 26,,3299,HLUDZIK E A,6,3,3,,2,,,,,2,16,
,,TH ART 28,,3300,ADAIR-LYNCH T A,15,2,1,1,,,,,,2,21,
,,TH ART 41,,3301,SCHWARTZ D N,10,9,3,1,3,,,,,3,29,
,,,,3302,ESFANDYARI S,18,3,2,1,1,,,,,5,30,
,,,,3303,MARTIN A F,10,16,,,1,,,,,6,33,
,,,,3304,ADAIR-LYNCH T A,26,3,5,3,1,,,,,5,43,
,,,,3305,CAPTOR R,19,7,,,,,1,,,4,31,
,,,,3306,HARROP A M,22,,,,,,,,,3,25,
,,,,4492,HARROP A M,19,4,,,,,,,,9,32,
,,,,4493,HARROP A M,19,5,,,,,,,,8,32,
,,TH ART 42,,3307,SAWOSKI P,15,8,1,,2,,3,,,6,35,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 86 of 87,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Theatre Arts,TH ART,TH ART 42,3308,MARTIN A F,14,2,3,,,1,,,,,4,24
,,,4494,HARROP A M,7,2,1,,,,,,,,12,22
,,,4495,CAMPBELL D A,13,5,4,,,2,,,,,4,28
,,TH ART 45,3310,JONES J L,6,,,,,,,,,,2,8
,,TH ART 46,4496,ADAIR-LYNCH T A,28,4,,1,,2,,,,1,8,44
,,TH ART 50,3404,JONES J L,5,,,,,,,,,,3,8
,,,3416,SAWOSKI P,2,,,,,,,,,,,2
,,,4497,JONES J L,8,,,,,,,,,,1,9
,,,4498,SAWOSKI P,6,,,,,,,,,,,6
,,TH ART 51,3311,JONES J L,1,,,,,,,,,,,1
,,,3312,SAWOSKI P,7,,,,,,,,,,4,11
,,TH ART 55,3313,ADAIR-LYNCH T A,20,,,,,,,,,,,20
,,,3417,ADAIR-LYNCH T A,2,,,,,,,,,,,2
,,TH ART 88,3314,SAWOSKI P,3,,,,,,,,,,,3
,,TH ART 88,3316,SAWOSKI P,2,,,,,,,,,,,2
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 87 of 87
