Santa Monica College - Grade Distribution Fall 2012,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Physical Sci,CHEM,CHEM,10,4068,TOUMARI A,5,7,8,6,5,,,,,1,32,
,,,,4069,TOUMARI A,10,8,4,5,1,,,1,,5,34,
,,,,4070,VON HUNGEN P K,5,6,8,,4,,,,,5,28,
,,,,4071,VON HUNGEN P K,5,6,9,2,4,,,,,4,30,
,,,,4072,GIFFORD M E,12,7,4,,1,,,,,4,28,
,,,,4073,GIFFORD M E,9,7,5,1,,,,,,5,27,
,,,,4074,OGAR G W,10,10,3,1,1,,,,,4,29,
,,,,4075,OGAR G W,10,8,5,1,2,,,,,3,29,
,,CHEM,11,1335,SCHOLEFIELD M R,5,6,2,1,3,,,,,14,31,
,,,,1336,SCHOLEFIELD M R,7,7,6,,1,,,,,10,31,
,,,,1337,MURPHY J E,8,6,5,2,5,,1,,,4,31,
,,,,1338,MURPHY J E,7,4,4,3,6,,,,,5,29,
,,,,1339,MURPHY J E,14,9,4,4,,,,,,1,32,
,,,,1340,GALLOGLY E B,3,7,4,2,4,,,,,8,28,
,,,,1341,GALLOGLY E B,9,6,2,2,5,,,,,6,30,
,,,,1342,GALLOGLY E B,3,8,8,5,,,,,,6,30,
,,,,1343,HSIEH J M,2,7,2,1,3,,,,,12,27,
,,,,1344,HSIEH J M,4,8,5,2,3,,,,,6,28,
,,,,1345,HSIEH J M,4,4,10,4,,,,,,6,28,
,,,,3338,MAHJOOR P,11,2,,,,,,,,3,16,
,,,,4076,ABBANI M A,5,4,5,5,3,,,,,4,26,
,,,,4077,ABBANI M A,5,6,6,1,2,,,,,11,31,
,,CHEM,12,1346,NAULI S,3,5,9,,4,,,,,5,26,
,,,,1347,NAULI S,4,7,3,1,,,,,,7,22,
,,,,1348,NAULI S,2,5,5,4,1,,,,,10,27,
,,,,1349,BALM S P,9,15,5,1,,,,,,1,31,
,,,,1350,FEREDE R,6,5,5,3,1,,,,,5,25,
,,,,1351,FEREDE R,12,4,8,,,,,,,3,27,
,,,,1352,FEREDE R,7,4,4,2,1,,,,,5,23,
,,,,4078,MARTINEZ H L,4,8,3,3,1,,,,,6,25,
,,CHEM,21,1353,HARWIG J F,3,4,5,2,2,,,,,7,23,
,,,,1354,HARWIG J F,3,7,8,4,,,,,,4,26,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 80 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Physical Sci,CHEM,CHEM,21,4079,KLINE M L,8,5,10,3,,,,,,1,27,
,,,,4080,KLINE M L,7,13,1,1,,,,,,7,29,
,,CHEM,22,1355,ANDERSON JAMEY L,17,11,12,,3,,,,,10,53,
,,CHEM,24,1356,SCHWYTER D H,17,5,1,,,,,,,,23,
,,,,1357,ANDERSON JAMEY L,9,9,2,,,,,,,5,25,
,,CHEM,31,1358,SCHWYTER D H,2,5,3,,,,,,,2,12,
,,,,1359,SCHWYTER D H,4,5,7,,1,,,,1,,18,
,ENGR,ENGR,12,4195,FARIVAR D,6,4,3,3,5,,,,,13,34,
,PHY SC,PHY SC 88,,3339,FEREDE R,6,,,,,,,,,,6,
,,PHY SC 88,,3014,MERLIC J B,15,,,,,,,,,,15,
,PHYSCS,PHYSCS,6,3023,PAIK S T,5,8,3,3,,,,,,5,24,
,,,,3024,PAIK S T,10,,5,1,1,,,,1,9,27,
,,,,4415,CHEUNG KW H,6,6,4,3,3,,,,1,9,32,
,,PHYSCS,7,4416,DO M H,18,4,2,1,1,,,,,4,30,
,,PHYSCS,8,3026,MENACHEKANIAN E,6,5,4,2,1,,,,,11,29,
,,,,3027,HALL A J,9,6,2,2,1,,,,,3,23,
,,PHYSCS,9,3028,AFRASIABI J,5,1,4,2,1,,,,,5,18,
,,PHYSCS 12,,3029,HENDERSON J M,7,5,4,2,2,,,1,1,4,26,
,,,,4417,MURPHY T J,9,4,2,2,3,,,,,9,29,
,,PHYSCS 14,,3030,MENACHEKANIAN E,5,4,5,1,3,,,,,8,26,
,,,,3031,MENACHEKANIAN E,2,7,6,1,3,,,,1,6,26,
,,,,3032,SAID A W,6,5,3,1,4,,,,,6,25,
,,,,3033,SAID A W,1,7,5,4,2,,,,1,4,24,
,,,,3034,HENDERSON J M,10,7,1,2,7,,,,,4,31,
,,,,4418,KOCHARIAN A,5,5,6,2,1,,,,1,5,25,
,,PHYSCS 21,,3035,MORSE P A,9,10,2,1,3,,1,,,4,30,
,,,,3036,MORSE P A,11,9,7,3,1,,,,,1,32,
,,,,3037,RODRIGUEZ N C,7,11,5,2,2,,,,,8,35,
,,,,3038,MORRIS J J,5,6,7,3,2,,,,,12,35,
,,,,4419,GAMBLE B K,6,10,6,,2,,,,,6,30,
,,PHYSCS 22,,3039,MASADA R S,10,8,8,2,,,,,,9,37,
,,,,3040,MORRIS J J,1,6,1,4,4,,,,,10,26,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 81 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Physical Sci,PHYSCS,PHYSCS 22,,4420,ROJAS R R,5,7,4,,1,,,,,12,29,
,,PHYSCS 23,,3041,PAIK S T,4,8,4,4,1,,1,,,3,25,
,,,,4421,MAJLESSI A,8,9,4,,1,,,,,10,32,
Psychology,PSYCH,PSYCH,1,3088,GOODFELLOW C A,10,5,12,5,11,,,,,6,49,
,,,,3089,SHIRINYAN D,10,14,10,4,6,,,,1,4,49,
,,,,3090,LAURENT M G,4,5,10,4,9,,,,,6,38,
,,,,3091,GUNN K S,7,6,2,1,6,,,,,6,28,
,,,,3092,LAURENT M G,6,5,15,5,13,,,,,6,50,
,,,,3093,GUILD L A,3,7,8,4,10,,,,,13,45,
,,,,3094,DAVIS-KING D T,16,10,12,,5,,,,,7,50,
,,,,3095,CHIN D,7,5,9,6,19,,,,,2,48,
,,,,3096,LAURENT M G,8,6,8,8,5,,,,,10,45,
,,,,3097,SHIRINYAN D,9,13,18,4,5,,,,,5,54,
,,,,3098,NESWALD D W,4,4,12,5,18,,,,,1,44,
,,,,3099,GUNN K S,6,11,6,1,,,,,,6,30,
,,,,3100,PHILLIPS D M,8,7,11,7,6,,,,,8,47,
,,,,3101,GUILD L A,3,12,19,9,3,,,,,6,52,
,,,,3102,CHIN D,7,7,11,5,12,,,,,5,47,
,,,,3103,PHILLIPS D M,13,8,2,1,1,,,,,1,26,
,,,,3104,NESWALD D W,3,7,9,7,15,,,,,3,44,
,,,,3105,BERG D S,11,15,7,5,2,,,,,10,50,
,,,,3106,EDNEY J J,11,11,12,9,2,,,,,7,52,
,,,,3107,CHAMBERS C,7,9,17,8,4,,,,,4,49,
,,,,3108,BERG D S,17,11,9,2,4,,,,,3,46,
,,,,3109,EDNEY J J,12,8,8,6,10,,,,,7,51,
,,,,3110,PHILLIPS D M,8,8,5,8,6,,,,,12,47,
,,,,3111,DEVICH-NAVARRO M,20,11,6,9,3,,1,,,4,54,
,,,,3112,GOODFELLOW C A,12,8,9,4,6,,,,,6,45,
,,,,3113,PHILLIPS D M,8,9,15,1,1,,,,,10,44,
,,,,3114,FARWELL L A,8,7,10,3,14,,,,,4,46,
,,,,3115,SCHWARTZ A F,9,14,15,5,5,,,,,3,51,
,,,,3116,DEVICH-NAVARRO M,23,4,8,2,5,,,,,9,51,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 82 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Psychology,PSYCH,PSYCH,1,3117,SAGE R,2,6,11,4,4,,,,,15,42,
,,,,3118,CHAMBERS C,6,10,13,3,12,,,,,5,49,
,,,,3119,EDNEY J J,8,14,6,5,10,,,1,,1,45,
,,,,3120,SCHWARTZ A F,14,14,11,5,,,,,1,3,48,
,,,,3121,SAGE R,4,6,11,4,10,,,,,10,45,
,,,,3122,CHAMBERS C,7,8,9,9,13,,,,,4,50,
,,,,3123,GUNN K S,22,7,,1,2,,,,,5,37,
,,,,3124,GUNN K S,15,5,4,1,4,,,,,8,37,
,,,,4427,OLSON GENE C,4,10,14,2,8,,,,,10,48,
,,,,4428,FARWELL L A,10,7,10,2,7,,,,,6,42,
,,,,4429,LANUM J C,4,3,8,7,2,,,,,7,31,
,,,,4430,FARWELL L A,10,8,10,1,7,,,,,8,44,
,,,,4431,DAVIS-KING D T,16,9,6,4,3,,,,,8,46,
,,,,4432,DAVIS-KING D T,14,10,6,3,1,,,,2,8,44,
,,PSYCH,2,3125,SHIRINYAN D,7,9,15,4,8,,,1,,10,54,
,,,,3126,RUSSELL R L,3,9,14,8,9,,,,,6,49,
,,,,3127,SHIRINYAN D,8,15,9,1,5,,1,2,1,10,52,
,,,,3128,SHIRINYAN D,9,14,9,4,4,,,,2,7,49,
,,,,3129,RUSSELL R L,7,9,8,3,5,,,,,8,40,
,,,,4433,SAGE R,2,8,7,5,4,,,,,11,37,
,,,,4434,OLSON GENE C,9,11,9,3,3,,,,,5,40,
,,,,4435,OLSON GENE C,9,11,9,3,4,,,,,9,45,
,,PSYCH,3,3130,CHIN D,10,13,4,2,1,,,,,3,33,
,,,,3131,CHIN D,5,15,7,1,3,,,,,6,37,
,,PSYCH,5,4436,GUNN K S,19,6,4,,1,,,,1,5,36,
,,PSYCH,6,3132,GUILD L A,14,23,3,,1,,,,,5,46,
,,PSYCH,11,3133,TANNATT M G M,2,5,8,3,9,,,,,14,41,
,,,,3134,OLSEN R H,8,16,12,4,4,,,,,2,46,
,,,,3135,SCHWARTZ A F,12,5,1,1,,,,,,,19,
,,,,3136,OLSEN R H,14,11,8,6,4,,,,,6,49,
,,,,3137,TANNATT M G M,6,17,3,,6,,1,,1,8,42,
,,,,3138,SCHWARTZ A F,11,7,10,2,3,,,,,4,37,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 83 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Psychology,PSYCH,PSYCH,11,3139,MCGRATH M T,19,14,3,2,1,,,,,5,44,
,,,,3140,MCGRATH M T,22,18,3,,3,,,,1,3,50,
,,,,3141,MCGRATH M T,19,14,6,1,2,,,,,8,50,
,,,,3142,OLSEN R H,14,13,6,1,7,,,,,5,46,
,,,,3143,MATHESON C C,18,5,6,6,6,,,,,6,47,
,,,,3144,MATHESON C C,10,10,8,6,6,,,,,5,45,
,,,,3145,PARISE W A,21,7,5,1,,,,,,,34,
,,,,3146,PARISE W A,17,4,4,1,2,,,,1,3,32,
,,,,4437,MATHESON C C,13,9,6,,4,,,,,6,38,
,,,,4438,DAVISON L L,6,17,11,,6,,,,,3,43,
,,,,4439,JOACHIM S L,9,10,4,3,3,,,,,13,42,
,,,,4440,DAVISON L L,7,17,7,,6,,,,1,5,43,
,,PSYCH,13,3147,GOODFELLOW C A,7,18,11,2,3,,,,,7,48,
,,,,3148,GOODFELLOW C A,6,18,10,4,3,,,,,5,46,
,,PSYCH,14,3149,NESWALD D W,12,14,6,4,4,,,,,5,45,
,,,,4441,DEVICH-NAVARRO M,36,5,2,2,,,,,,6,51,
,,PSYCH,18,3150,GOODFELLOW C A,7,9,4,2,1,,,,,3,26,
,,PSYCH,19,3151,FEIGER H T,7,6,8,,2,,1,,,13,37,
,,,,3152,TANNATT M G M,10,7,7,4,6,,,,,8,42,
,,,,3153,DRUKER S L,13,14,1,2,2,,,,,3,35,
,,,,3154,DRUKER S L,14,7,4,1,3,,,,,4,33,
,,,,4442,MELUCCI N J,24,14,1,2,2,,,,,3,46,
,,,,4443,DAVISON L L,26,14,3,,2,,,,,3,48,
,,PSYCH,25,3155,DE VILLERS L C,10,12,7,4,7,,,,,4,44,
,,,,4444,DE VILLERS L C,14,14,9,2,2,,,,,1,42,
,,PSYCH,40,4445,SCHWARTZ A F,15,7,6,,5,,,,1,6,40,
,,PSYCH,88,3156,FARWELL L A,5,,,,,,,,,,5,
Student Life,STUGOV,STUGOV 8,,3214,BLAYDES B C,8,9,5,3,,,,,,7,32,
Theatre Arts,TH ART,TH ART,2,3216,MIZZONE V,34,4,6,1,,,,,,7,52,
,,,,4466,JONES J L,16,7,6,,5,,,,1,9,44,
,,TH ART,5,3217,ADAIR-LYNCH T A,33,7,1,2,,,,,,5,48,
,,,,3273,HARROP A M,29,12,3,,,,,,,1,45,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 84 of 86,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Theatre Arts,TH ART,TH ART 10,3218,ROBBINS C R,21,6,1,,,,,,,,4,32
,,,4467,DUNN K S,18,5,1,1,,4,,,,,3,32
,,TH ART 13,4468,ROBBINS C R,11,7,1,,,5,,,,,6,30
,,TH ART 15,3219,SAWOSKI P,26,2,,,,1,,,,,7,36
,,TH ART 15,4469,REED C G,16,1,1,,,,,,,,13,31
,,TH ART 18,3220,ANZELC L L,16,,2,,,1,,,,,2,21
,,TH ART 18,3221,ANZELC L L,16,,,,,,,,,,,16
,,TH ART 18,3222,ANZELC L L,9,,1,,,,,,,,1,11
,,TH ART 20,3223,ANZELC L L,11,4,1,,,1,,,,,5,22
,,TH ART 22,3224,ALLEN L A,17,4,2,3,,1,,,,,4,31
,,TH ART 26,3225,HLUDZIK E A,4,3,1,4,,1,,,,,,13
,,TH ART 28,3226,ADAIR-LYNCH T A,15,2,,3,,2,,,,,2,24
,,TH ART 41,3227,MIZZONE V,21,7,2,1,,2,,,,,4,37
,,,3228,ESFANDYARI S,23,6,,,,2,,,,,1,32
,,,3229,JONES J L,13,7,2,,,1,,,,,9,32
,,,3230,SCHWARTZ D N,11,8,2,3,,2,,,,,1,27
,,,3231,JONES J L,17,5,1,,,2,,,,,12,37
,,,3232,MARTIN A F,13,8,3,,,,,,,,8,32
,,,4470,GAGE P T,19,3,3,2,,1,,,,1,7,36
,,,4471,CAMPBELL D A,11,6,1,,,2,,,,,5,25
,,,4472,SCHWARTZ D N,17,3,,3,,3,,,,,2,28
,,,4473,CAPTOR R,12,4,1,1,,3,,3,,,7,31
,,,4479,ESFANDYARI S,6,2,2,3,,1,,1,,,4,19
,,TH ART 42,3233,SAWOSKI P,21,3,,,,,,,,,4,28
,,,3234,MARTIN A F,18,12,1,,,,,,,,2,33
,,,4474,CAMPBELL D A,22,6,,,,2,,,,,3,33
,,TH ART 43,3235,HARROP A M,16,,,,,,,,,,2,18
,,TH ART 45,3236,JONES J L,12,,,,,,,,,,,12
,,TH ART 46,3237,ADAIR-LYNCH T A,31,7,2,1,,,,,,,5,46
,,TH ART 50,4475,HARROP A M,12,,,,,,,,,,,12
,,,4476,ADAIR-LYNCH T A,17,1,,,,1,,,,,1,20
,,TH ART 51,3238,HARROP A M,8,,,,,,,,,,,8
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 85 of 86
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Theatre Arts,TH ART,TH ART 51,3239,ADAIR-LYNCH T A,10,,,,,,,,,,8,18
,,TH ART 55,3240,SAWOSKI P,14,,,,,,,,,,2,16
,,,3368,SAWOSKI P,1,,,,,,,,,,,1
,,TH ART 88,3241,SAWOSKI P,2,,,,,,,,,,,2
,,TH ART 88,3242,SAWOSKI P,3,,,,,,,,,,,3
,,TH ART 88,3361,SAWOSKI P,2,,,,,,,,,,,2
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 86 of 86
